ESD Code	ESD Name	District-County Code	District name	School Code	School name	Lowest Grade	Highest Grade	AddressLine1	AddressLine2	City	State	ZipCode	Principal Name	phone	School Type
29801	Northwest Educational Service District 189	37502	Ferndale School District	4554	Horizon Middle School	7	8	P.O. Box 1769		Ferndale	Washington	98248-0000	David Hutchinson	360.383.9850	Public School
29801	Northwest Educational Service District 189	37502	Ferndale School District	3135	Lummi High School	9	12	2334 Lummi View Dr.		Bellingham	Washington	98226-0000	Heather Leighton	360.758.3147	Tribal School
29801	Northwest Educational Service District 189	37502	Ferndale School District	3140	Lummi Tribal Elementary School	K 	8	2334 Lummi View Dr.		Bellingham	Washington	98226-0000	Heather Leighton	360.758.3147	Tribal School
29801	Northwest Educational Service District 189	37502	Ferndale School District	3364	Mountain View Elem	PK	6	P.O. Box 935		Ferndale	Washington	98248-0935	Georgia Dellinger	360.383.9650	Public School
29801	Northwest Educational Service District 189	37502	Ferndale School District	4130	Skyline Elementary School	PK	6	P.O. Box 905		Ferndale	Washington	98248-0068	Linda Melland	360.383.9245	Public School
29801	Northwest Educational Service District 189	37502	Ferndale School District	3762	Vista Middle School	7	8	P.O. Box 1328		Ferndale	Washington	98248-1328	Mary Kanikeberg	360.383.9370	Public School
29801	Northwest Educational Service District 189	37502	Ferndale School District	5245	WINDWARD HIGH SCHOOL	9	12	P.O. Box 698		Ferndale	Washington	98248	TIMOTHY KEIGLEY	360-383-9153	Public School
17801	Puget Sound Educational Service District 121	27417	Fife School District	4582	Columbia Junior High School	8	9	2901 54th Avenue E		Tacoma	Washington	98424-2110	Jeff Nelson	253.517.1600	Public School
17801	Puget Sound Educational Service District 121	27417	Fife School District	2878	Discovery Primary School	PK	1	1205 19th Avenue		Milton	Washington	98354-9189	Julie Bartlett	253.517.1200	Public School
17801	Puget Sound Educational Service District 121	27417	Fife School District	2809	Endeavour Intermediate	2	5	1304 17th Avenue		Milton	Washington	98354-9125	Kevin Alfano	253.517.1400	Public School
17801	Puget Sound Educational Service District 121	27417	Fife School District	2773	Fife High School	10	12	5616 20th St E		Tacoma	Washington	98424-2026	Mark Knight	253.517.1100	Public School
17801	Puget Sound Educational Service District 121	27417	Fife School District	4557	Hedden Elementary School	2	5	11313 8th St E		Edgewood	Washington	98372-1148	Julia Grubiak	253.517.1500	Public School
17801	Puget Sound Educational Service District 121	27417	Fife School District	1793	Learning Opportunity Center	10	12	5802 20th St E		Tacoma	Washington	98424-2030	Jeff Short	253.517.1000	Public School
17801	Puget Sound Educational Service District 121	27417	Fife School District	3798	Surprise Lake Middle School	6	7	2001 Milton Way		Milton	Washington	98354-9443	Jim Snider	253.517.1300	Public School
11801	Educational Service District 123	3053	Finley School District	3078	Finley Elementary	PK	5	213504 E COUGAR RD		KENNEWICK	Washington	99337-7203	Pam Kinne	509.586.7577	Public School
11801	Educational Service District 123	3053	Finley School District	4031	Finley Middle School	6	8	37208 S FINLEY RD		KENNEWICK	Washington	99337-7574	Michael Harrington	509.586.7561	Public School
11801	Educational Service District 123	3053	Finley School District	2367	River View High School	9	12	36509 S LEMON DR		KENNEWICK	Washington	99337-9180	Lance Hahn	509.582.2158	Public School
17801	Puget Sound Educational Service District 121	27402	Franklin Pierce School District	3180	Brookdale Elementary	PK	5	611 132nd Street S		Tacoma	Washington	98444-3599	Connie Holman	253.298.3101	Public School
17801	Puget Sound Educational Service District 121	27402	Franklin Pierce School District	2398	Central Avenue Elementary	K 	5	4505 104th Street E		Tacoma	Washington	98446-5239	Debra Knesal	253.535.9886	Public School
17801	Puget Sound Educational Service District 121	27402	Franklin Pierce School District	3301	Christensen Elementary	PK	5	10232 Barnes Lane		Tacoma	Washington	98444-2799	Tim Enfield	253.535.9887	Public School
17801	Puget Sound Educational Service District 121	27402	Franklin Pierce School District	2257	Collins Elementary	PK	5	4608 128th St E		Tacoma	Washington	98446-4335	Barbara Mondloch	253.298.3401	Public School
17801	Puget Sound Educational Service District 121	27402	Franklin Pierce School District	3532	Elmhurst Elementary School	K 	5	420 133rd ST E		TACOMA	Washington	98445-1465	Carrie Adrian	253.298.3501	Public School
17801	Puget Sound Educational Service District 121	27402	Franklin Pierce School District	2876	Franklin Pierce High School	9	12	11002 18TH AVE E		TACOMA	Washington	98445-5228	Jennifer  Shaw	253.298.3800	Public School
17801	Puget Sound Educational Service District 121	27402	Franklin Pierce School District	4063	Gates Secondary School	8	12	813 132nd Street S		Tacoma	Washington	98444-3532			Public School
17801	Puget Sound Educational Service District 121	27402	Franklin Pierce School District	3000	Harvard Elementary	K 	5	1709 85th Street E		Tacoma	Washington	98445-0000	Paul Elery	253.535.9890	Public School
17801	Puget Sound Educational Service District 121	27402	Franklin Pierce School District	2945	James Sales Elementary	K 	5	11213 Sheridan Ave S		Tacoma	Washington	98444-0000	Kristen Schroeder	253.535.9891	Public School
17801	Puget Sound Educational Service District 121	27402	Franklin Pierce School District	5129	Learning Support	PK	PK	315 129th Street So		Tacoma	Washington	98444	William Rasplica	253.298.3005	Public School
17801	Puget Sound Educational Service District 121	27402	Franklin Pierce School District	2340	Midland Elementary	K 	5	2300 105th St E		Tacoma	Washington	98445-5324	Tim McKamey	253.298.4500	Public School
17801	Puget Sound Educational Service District 121	27402	Franklin Pierce School District	3300	Morris Ford Middle School	6	8	1602 104th Street East		Tacoma	Washington	98445-3838	Heather  Renner	253.298.3009	Public School
17801	Puget Sound Educational Service District 121	27402	Franklin Pierce School District	3401	Perry G Keithley Middle School	6	8	12324 12TH AVE S		TACOMA	Washington	98444-3899	JOYCE KNOWLES	537.021.1121 ext.1	Public School
17801	Puget Sound Educational Service District 121	27402	Franklin Pierce School District	3648	Washington High School	9	12	12420 Ainsworth Ave S		Tacoma	Washington	98444-2398	James Hester	253.298.3000	Public School
32801	Educational Service District 101	32358	Freeman School District	5110	Freeman CVA School	K 	12	15001 S. Jackson Rd		Rockford	Washington	99030	Randy Russell	509.291.3695	Public School
32801	Educational Service District 101	32358	Freeman School District	3794	Freeman Elementary School	PK	5	14917 S Jackson Road		Rockford	Washington	99030-9755	Lisa Phelan	509.291.4791	Public School
32801	Educational Service District 101	32358	Freeman School District	3192	Freeman High School	9	12	S 14626 Jackson		Rockford	Washington	99030-9755	Dave Smith	509.291.3721 ext.200	Public School
32801	Educational Service District 101	32358	Freeman School District	4593	Freeman Middle School	6	8	14917 S Jackson Rd		Rockford	Washington	99030	Jim Straw	509.291.7301	Public School
32801	Educational Service District 101	38302	Garfield School District	1962	Garfield at Palouse High School	9	12	600 E. Alder		Palouse	Washington	99161-0000	Zane Wells	509.878.1921	Public School
32801	Educational Service District 101	38302	Garfield School District	2895	Garfield Elementary	PK	5	POB 398		Garfield	Washington	99130-0398	Zane Wells	509.635.1331	Public School
32801	Educational Service District 101	38302	Garfield School District	2896	Garfield Middle School	6	8	POB 398		Garfield	Washington	99130-0398	Zane Wells	509.635.1331	Public School
6801	Educational Service District 112	20401	Glenwood School District	3047	Glenwood Elementary	K 	6	PO Box 12		Glenwood	Washington	98619-0091	 Dr. Shane Couch	(509) 364-3438	Public School
6801	Educational Service District 112	20401	Glenwood School District	3048	Glenwood Secondary	7	12	320 Bunnell St.	P. O. Box 12	Glenwood	Washington	98619-0091	Dr. Shane Couch	(509) 364-3438	Public School
39801	Educational Service District 105	20404	Goldendale School District	2856	Goldendale High School	9	12	525 SIMCOE DR.		GOLDENDALE	Washington	98620-9299	CLAYBORNE HENRY	509 773 5846	Public School
39801	Educational Service District 105	20404	Goldendale School District	3393	Goldendale Middle School	5	8	520 E. COLLINS DR.		GOLDENDALE	Washington	98620-9298	DAVID BARTA	(509) 773-4323	Public School
39801	Educational Service District 105	20404	Goldendale School District	2677	Goldendale Primary School	K 	4	820 S. SCHUSTER ST		GOLDENDALE	Washington	98620-9038	THAYNAN KNOWLTON	(509) 773-5111	Public School
39801	Educational Service District 105	20404	Goldendale School District	5012	Goldendale Support Service Center	PK	PK	820 S. SCHUSTER ST.		GOLDENDALE	Washington	98620			Public School
4801	North Central Educational Service District 171	13301	Grand Coulee Dam School District	2802	Center Elementary School	PK	4	PO BOX F		Grand Coulee	Washington	99133-0000	LISA LAKIN	509.633.0730	Public School
4801	North Central Educational Service District 171	13301	Grand Coulee Dam School District	2672	Grand Coulee Dam Middle School	5	8	BOX J		GRAND COULEE	Washington	99133-0000	LISA LAKIN	509.633.1520	Public School
4801	North Central Educational Service District 171	13301	Grand Coulee Dam School District	2801	Lake Roosevelt High School	9	12	500 CIVIC WAY		COULEE DAM	Washington	99116-0000	Brad Wilson	509.633.1442	Public School
39801	Educational Service District 105	39200	Grandview School District	1645	Compass High School	9	12	913 W 2nd ST		Grandview	Washington	98930-0000	Brian Anderson	509.882.8543	Public School
39801	Educational Service District 105	39200	Grandview School District	1776	Contract Learning Center	9	12	913 W 2nd ST		Grandview	Washington	98930-0000	Brian Anderson	509.882.8543	Public School
39801	Educational Service District 105	39200	Grandview School District	2555	Grandview High School	9	12	1601 W 5th ST		Grandview	Washington	98930-0000	MIKE CLOSNER	509.882.8724	Public School
39801	Educational Service District 105	39200	Grandview School District	3071	Grandview Middle School	6	8	1401 W 2nd ST		Grandview	Washington	98930-0000	Jack Dalton	509.882.8600	Public School
39801	Educational Service District 105	39200	Grandview School District	2345	Mcclure Elementary School	PK	5	811 W 2nd ST		Grandview	Washington	98930-0000	Jose Rivera	509.882.7100	Public School
39801	Educational Service District 105	39200	Grandview School District	3013	Smith Elementary School	PK	5	205 Fir Ave		Grandview	Washington	98930-0000	Diann Zavala	509.882.8682	Public School
39801	Educational Service District 105	39200	Grandview School District	3013	Smith Elementary School	PK	5	205 Fir Ave		Grandview	Washington	98930-0000	Jared Lind	509.882.8683	Public School
39801	Educational Service District 105	39200	Grandview School District	2756	Thompson Elementary School	PK	5	1105 W 2nd ST		Grandview	Washington	98930-0000	JULIE WYSONG	509.882.8550	Public School
39801	Educational Service District 105	39204	Granger School District	3314	Granger High School	9	12	701 E Avenue		Granger	Washington	98932-0400	Paul Chartrand	509.854.1115	Public School
39801	Educational Service District 105	39204	Granger School District	3314	Granger High School	9	12	701 E Avenue		Granger	Washington	98932-0400	Tricia Raap	509.854.1115 ext.3115	Public School
39801	Educational Service District 105	39204	Granger School District	2531	Granger Middle School	5	8	701 E Avenue		Granger	Washington	98932-0400	Isidro Caballero	509.854.1003 ext.2105	Public School
39801	Educational Service District 105	39204	Granger School District	2531	Granger Middle School	5	8	701 E Avenue		Granger	Washington	98932-0400	Stephanie Funk	509.854.1003 ext.2110	Public School
39801	Educational Service District 105	39204	Granger School District	4535	Roosevelt Elementary	K 	4	701 E Avenue		Granger	Washington	98932-0400	Ann Bohrnsen	509.854.1420 ext.1620	Public School
39801	Educational Service District 105	39204	Granger School District	4535	Roosevelt Elementary	K 	4	701 E Avenue		Granger	Washington	98932-0400	Liz Hockens	509.854.1420 ext.1615	Public School
29801	Northwest Educational Service District 189	31332	Granite Falls School District	5171	Crossroads Alternative High School	9	12	205 North Alder Avenue		Granite Falls	Washington	98252	Bridgette Perrigoue	360-691-7713	Public School
29801	Northwest Educational Service District 189	31332	Granite Falls School District	2580	Granite Falls High School	9	12	1401 100th St NE		Granite Falls	Washington	98252	Michele Wadeikis	360.691.7713	Public School
29801	Northwest Educational Service District 189	31332	Granite Falls School District	4113	Granite Falls Middle School	6	8	405 North Alder Avenue		Granite Falls	Washington	98252-8907	Dave Bianchini	360.691.7710	Public School
29801	Northwest Educational Service District 189	31332	Granite Falls School District	4479	Monte Cristo Elementary	K 	6	1201 100th St NE		Granite Falls	Washington	98252-9808	Karin Manns	360.691.7718	Public School
29801	Northwest Educational Service District 189	31332	Granite Falls School District	4330	Mountain Way Elementary	K 	5	702 N. Granite Ave		Granite Falls	Washington	98252-9808	Cathie West	(360) 691-7719	Public School
34801	Educational Service District 113	23054	Grapeview School District	2145	Grapeview Elementary & Middle School	K 	8	822 E Mason Benson Rd		Grapeview	Washington	98546-9514	Joan Jensen	(360) 426-4921	Public School
32801	Educational Service District 101	32312	Great Northern School District	2097	Great Northern Elementary	K 	6	3115 N SPOTTED RD		SPOKANE	Washington	99224-0000	Glenn Frizzell	(509)747-7714	Public School
6801	Educational Service District 112	6103	Green Mountain School District	2484	Green Mountain School	K 	8	13105 NE GRINNELL RD		WOODLAND	Washington	98674-3808	Joe Jones	360.225.7366	Public School
34801	Educational Service District 113	34324	Griffin School District	2406	Griffin School	K 	8	6530 33rd Ave NW		Olympia	Washington	98502-8846	Doug  Anderson	360.866.2515	Public School
34801	Educational Service District 113	34324	Griffin School District	2406	Griffin School	K 	8	6530 33rd Ave NW		Olympia	Washington	98502-8846	Greg Woods	360.866.2515 ext.105	Public School
32801	Educational Service District 101	22204	Harrington School District	2743	Harrington Elementary School	K 	6	PO Box 204		Harrington	Washington	99134-0204	Jacob Bang	509.253.4331	Public School
32801	Educational Service District 101	22204	Harrington School District	3113	Harrington High School	7	12	PO Box 204		Harrington	Washington	99134-0204	Jacob  Bang	509.253.4331	Public School
39801	Educational Service District 105	39203	Highland School District	4559	Highland High School	10	12	PO Box 38		Cowiche	Washington	98923-9719	Kelly Thorson	509.678.7268	Public School
39801	Educational Service District 105	39203	Highland School District	2718	Highland Junior High School	7	9	PO Box 38		Cowiche	Washington	98923-9719	Mindy Schultz	509.678.7200	Public School
39801	Educational Service District 105	39203	Highland School District	3072	Marcus Whitman-Cowiche Elementary	K 	3	1181 Thompson Rd		Cowiche	Washington	98923-9758	Russell Hill	509.678.4435	Public School
39801	Educational Service District 105	39203	Highland School District	3073	Tieton Intermediate School	4	6	PO Box 6		Tieton	Washington	98947-9504	Greg George	509.673.3141	Public School
17801	Puget Sound Educational Service District 121	17401	Highline School District	5063	Academy of Citizenship and Empowerment	9	12	4424 South 188th Street	700 Building	SeaTac	Washington	98188	Janae Landis	206.631.6500	Public School
17801	Puget Sound Educational Service District 121	17401	Highline School District	5102	Arts & Academics Academy	9	12	830 SW 116th St		Seattle	Washington	98146	Norma Barrineau	206.631.6250	Public School
17801	Puget Sound Educational Service District 121	17401	Highline School District	3553	Aviation High School	9	12	615 S 200th St		Des Moines	Washington	98198	Reba Gilman	(206) 716-0006	Public School
17801	Puget Sound Educational Service District 121	17401	Highline School District	2765	Beverly Park Elem at Glendale	PK	6	1201 S 104th St		Seattle	Washington	98168-1549	Kathy Emerick	206.631.3400	Public School
17801	Puget Sound Educational Service District 121	17401	Highline School District	5028	Big Picture School	7	12	440 S 186th St		Burien	Washington	98148	Jeff Petty	206.631.7700	Public School
17801	Puget Sound Educational Service District 121	17401	Highline School District	2982	Bow Lake Elementary	PK	6	18237 42nd Ave S		SeaTac	Washington	98188-4525	Douglas Neufeld	206.631.3500	Public School
17801	Puget Sound Educational Service District 121	17401	Highline School District	5116	Career Link	9	12	15675 Ambaum Blvd SW		Burien	Washington	98166	Michael Sita	206.433.2361	Public School
17801	Puget Sound Educational Service District 121	17401	Highline School District	3163	Cascade Middle School	7	8	11212 10th Ave Sw		Seattle	Washington	98146-2297	Diana Garcia	206.631.5500	Public School
17801	Puget Sound Educational Service District 121	17401	Highline School District	2926	Cedarhurst Elementary	PK	6	611 S 132nd St		Burien	Washington	98168	Bobbi Giammona	206.631.3600	Public School
17801	Puget Sound Educational Service District 121	17401	Highline School District	3098	Chinook Middle School	7	8	18650	42nd Ave S	SeaTac	Washington	98188-5012	Mark Demick	206.631.5700	Public School
17801	Puget Sound Educational Service District 121	17401	Highline School District	1539	CHOICE Academy	7	12	18367 8th Ave S		Seattle	Washington	98148-1934	Michael Sita	206.631.7630	Public School
17801	Puget Sound Educational Service District 121	17401	Highline School District	2418	Des Moines Elementary	K 	6	22001 9th Ave S		Des Moines	Washington	98198-6310	Jenniffer Reinig	206.631.3700	Public School
17801	Puget Sound Educational Service District 121	17401	Highline School District	5254	Gateway to College	10	13	614 SW 120th Street		Burien	Washington	98146	Michael Sita	206.433.8760	Public School
17801	Puget Sound Educational Service District 121	17401	Highline School District	5064	Global Connections High School	9	12	4424 South 188th Street	300/600 Bldg	SeaTac	Washington	98188	Rick  Harwood	206.631.6550	Public School
17801	Puget Sound Educational Service District 121	17401	Highline School District	2844	Gregory Heights Elementary	PK	6	16201 16th Ave SW		Burien	Washington	98166	Phil Robinson	206.631.3800	Public School
17801	Puget Sound Educational Service District 121	17401	Highline School District	2699	Hazel Valley Elementary	PK	6	402 SW 132nd St		Burien	Washington	98146-3236	Johnathan Letcher	206.631.3900	Public School
17801	Puget Sound Educational Service District 121	17401	Highline School District	1998	Head Start	PK	PK	9700 8th Avenue SW		Seattle	Washington	98106	Nancy Meeks	(206) 433-2125	Public School
17801	Puget Sound Educational Service District 121	17401	Highline School District	5101	Health Sciences & Human Services	9	12	830 SW 116th St		Seattle	Washington	98146-2257	Jenni MacDonald	206.631.6200	Public School
17801	Puget Sound Educational Service District 121	17401	Highline School District	2325	Highline High School	9	12	225 S 152nd St		Burien	Washington	98148-1087	Daman Hunter	206.631.6700	Public School
17801	Puget Sound Educational Service District 121	17401	Highline School District	3165	Hilltop Elementary	PK	6	12250 24th Ave S		Seattle	Washington	98168-2424	Rick Wisen	206.631.4000	Public School
17801	Puget Sound Educational Service District 121	17401	Highline School District	3278	Madrona Elementary	PK	6	20301 32nd Avenue South		SeaTac	Washington	98198	Daniel Yarbrough	206.631.4100	Public School
17801	Puget Sound Educational Service District 121	17401	Highline School District	3097	Marvista Elementary	PK	6	19800 Marine View Dr SW		Normandy Park	Washington	98166-4199	Mike Fosberg	206.631.4200	Public School
17801	Puget Sound Educational Service District 121	17401	Highline School District	2734	McMicken Heights Elementary	PK	6	3708 S 168th St		SeaTac	Washington	98188-3149	Karin  Jones	206.631.4300	Public School
17801	Puget Sound Educational Service District 121	17401	Highline School District	2984	Midway Elementary	PK	6	22447 24th Ave S		Des Moines	Washington	98198-7199	Rebekah Kim	206.631.4400	Public School
17801	Puget Sound Educational Service District 121	17401	Highline School District	3279	Mount Rainier High School	9	12	22450 19th Ave S		Des Moines	Washington	98198-7699	Julie Hunter	206.631.7000	Public School
17801	Puget Sound Educational Service District 121	17401	Highline School District	2144	Mount View Elementary	PK	6	11427 3rd Av S		Seattle	Washington	98168	Felecia Wells	206.631.4500	Public School
17801	Puget Sound Educational Service District 121	17401	Highline School District	1972	New Start	9	12	614 SW 120th St		Seattle	Washington	98146	Michael Sita	206.433.8760	Public School
17801	Puget Sound Educational Service District 121	17401	Highline School District	2983	North Hill Elementary	K 	6	19835 8th Ave S		Des Moines	Washington	98148-2246	Nancy Melius	206.631.4600	Public School
17801	Puget Sound Educational Service District 121	17401	Highline School District	5065	Odyssey - The Essential School	9	12	4424 South 188th Street	800 Bldg	SeaTac	Washington	98188	Joan Ferrigno	206.631.6450	Public School
17801	Puget Sound Educational Service District 121	17401	Highline School District	3333	Pacific Middle School	7	8	22705 24th Ave S		Des Moines	Washington	98198-7195	Cecilia Beaman	206.631.5800	Public School
17801	Puget Sound Educational Service District 121	17401	Highline School District	3335	Parkside Elementary	K 	6	2104 S 247th St		Des Moines	Washington	98198-3901	Robin Lamoureux	206.631.4700	Public School
17801	Puget Sound Educational Service District 121	17401	Highline School District	5172	Puget Sound High School	11	12	18010 8th Ave South		Burien	Washington	98148	Sue Shields	206-631-7300	Public School
17801	Puget Sound Educational Service District 121	17401	Highline School District	2270	Puget Sound Skills Center	10	12	18010 8th Ave S		Seattle	Washington	98148-1908	Sue Shields	(206) 433-2524	Public School
17801	Puget Sound Educational Service District 121	17401	Highline School District	1973	Satellite High School	PK	12	18637 8th Ave S		Seattle	Washington	98148-0000	Michael Sita	206.433.2493	Public School
17801	Puget Sound Educational Service District 121	17401	Highline School District	3382	Seahurst Elementary School	K 	6	14603 14th Ave SW	 	Burien	Washington	98166-1730	Chris Larsen	206.631.4800	Public School
17801	Puget Sound Educational Service District 121	17401	Highline School District	2842	Shorewood Elementary	PK	6	2725 SW 116th St		Burien	Washington	98146-3499	Colin Ryan	206.631.4900	Public School
17801	Puget Sound Educational Service District 121	17401	Highline School District	3032	Southern Heights Elementary	PK	6	11249 14th Ave S		Seattle	Washington	98168-2199	Deborah Holcomb	206.631.5000	Public School
17801	Puget Sound Educational Service District 121	17401	Highline School District	5277	Southwest Youth and Family Services	9	12	4555 Delridge Way SW		Seattle	Washington	98106	Steve Daschle	206.937.7680	Contract School
17801	Puget Sound Educational Service District 121	17401	Highline School District	2927	Sylvester Middle School	7	8	16222 Sylvester Road SW		Burien	Washington	98166-3093	Vicki Fisher	206.631.6000	Public School
17801	Puget Sound Educational Service District 121	17401	Highline School District	5103	Technology, Engineering & Communications	9	12	830 SW 116th St		Seattle	Washington	98146	Kelly Raymond	206.631.6300	Public School
17801	Puget Sound Educational Service District 121	17401	Highline School District	5119	Valley View Early Childhood Center	PK	PK	17622 46th Ave S		SeaTac	Washington	98188-4117	Annah Petersen-Benitez	206.631.5100	Public School
17801	Puget Sound Educational Service District 121	17401	Highline School District	2639	White Center Heights Elementary	PK	6	10015 6th Avenue Southwest		Seattle	Washington	98146	Anne Reece	206.631.5200	Public School
6801	Educational Service District 112	6098	Hockinson School District	3617	Hockinson Heights Intermediate	3	5	19912 NE 164 ST		BRUSH PRAIRIE	Washington	98606-0000	LISA SWINDELL	360.448.6430	Public School
6801	Educational Service District 112	6098	Hockinson School District	4310	Hockinson Heights Primary	K 	2	20000 NE 164 ST		BRUSH PRAIRIE	Washington	98606-0000	COLLEEN ANDERS	360.448.6420	Public School
6801	Educational Service District 112	6098	Hockinson School District	4568	Hockinson High School	9	12	16819 NE 159 ST		BRUSH PRAIRIE	Washington	98606-0000	BRIAN LEHNER	360.448.6450	Public School
6801	Educational Service District 112	6098	Hockinson School District	4568	Hockinson High School	9	12	16819 NE 159 ST		BRUSH PRAIRIE	Washington	98606-0000	Jill Steele	360.448.6450	Public School
6801	Educational Service District 112	6098	Hockinson School District	3319	Hockinson Middle School	6	8	15916 NE 182ND AVE		BRUSH PRAIRIE	Washington	98606-0000	PETER ROSENKRANZ	360.448.6440	Public School
34801	Educational Service District 113	23404	Hood Canal School District	2310	Hood Canal Elem & Junior High	PK	8	111 N. Hwy 106		Shelton	Washington	98584-9703	Shawn Batstone	360.877.5463	Public School
34801	Educational Service District 113	14028	Hoquiam School District	2972	Central Elementary School	4	5	310 Simpson Avenue		Hoquiam	Washington	98550-0000	Traci Sandstrom	360.538.8235	Public School
34801	Educational Service District 113	14028	Hoquiam School District	2268	Emerson Elementary	K 	1	101 W Emerson		Hoquiam	Washington	98550-0000	Mike Parker	360.538.8200	Public School
34801	Educational Service District 113	14028	Hoquiam School District	3622	Hoquiam High School	9	12	501 W. Emerson		Hoquiam	Washington	98550-0000	Brock Maxfield	360.538.8215	Public School
34801	Educational Service District 113	14028	Hoquiam School District	5191	Hoquiam Homelink School	K 	12	305 Simpson Ave		Hoquiam	Washington	98550	Mike Parker	360.538.8205	Public School
34801	Educational Service District 113	14028	Hoquiam School District	2391	Hoquiam Middle School	6	8	200 Spencer		Hoquiam	Washington	98550-0000	Dale Stopperan	360.538.8225	Public School
34801	Educational Service District 113	14028	Hoquiam School District	3621	Lincoln Elementary	PK	3	700 Wood		Hoquiam	Washington	98550-0000	Diane Golob	360.538.8255	Public School
32801	Educational Service District 101	10070	Inchelium School District	4215	Inchelium Elementary School	K 	5	1 Hornet Avenue	P.O. Box 285	Inchelium	Washington	99138-0000	Ron Washington	509.722.6181	Public School
32801	Educational Service District 101	10070	Inchelium School District	2603	Inchelium High School	9	12	1 Hornet Avenue	P.O. Box 285	Inchelium	Washington	99138-0000	Ricke Swaim	509.722.6181	Public School
32801	Educational Service District 101	10070	Inchelium School District	4214	Inchelium Middle School	6	8	1 Hornet Avenue	P.O. Box 285	Inchelium	Washington	99138-0000	Ricke Swaim	509.722.6181	Public School
29801	Northwest Educational Service District 189	31063	Index School District	2948	Index Elementary School	PK	8	PO Box 237		Index	Washington	98256-0237	Linda Tate	360.793.1330	Public School
17801	Puget Sound Educational Service District 121	17411	Issaquah School District	3746	Apollo Elementary	PK	5	15025 SE 117TH ST		RENTON	Washington	98059-6017	Susan Mundell	425.837.7500	Public School
17801	Puget Sound Educational Service District 121	17411	Issaquah School District	4460	Beaver Lake Middle School	6	8	25025 SE 32ND ST		ISSAQUAH	Washington	98029-7738	JOSHUA ALMY	(425) 837-4150	Public School
17801	Puget Sound Educational Service District 121	17411	Issaquah School District	3440	Briarwood Elementary	K 	5	17020 SE 134TH ST		RENTON	Washington	98059-7020	DREW TERRY	(425) 837-5000	Public School
17801	Puget Sound Educational Service District 121	17411	Issaquah School District	4565	Cascade Ridge Elementary	K 	5	2020 TROSSACHS BLVD SE		SAMMAMISH	Washington	98075-0000	Natalie Fowler	425.837.5500	Public School
17801	Puget Sound Educational Service District 121	17411	Issaquah School District	4300	Challenger Elementary	K 	5	25200 SE KLAHANIE BLVD		ISSAQUAH	Washington	98029-5763	SUE MCPEAK	425.837.7550	Public School
17801	Puget Sound Educational Service District 121	17411	Issaquah School District	2738	Clark Elementary	K 	5	500 2ND AVE SE		ISSAQUAH	Washington	98027-4315	MAY PELTO	425.837.6300	Public School
17801	Puget Sound Educational Service District 121	17411	Issaquah School District	4375	Cougar Ridge Elementary	K 	5	4630 167TH AVE SE		BELLEVUE	Washington	98006-5837	Jacklyn Tanner	425.837.7300	Public School
17801	Puget Sound Educational Service District 121	17411	Issaquah School District	5201	Creekside Elementary	K 	5	20777 SE 16th St		Sammamish	Washington	98075	Robin Earl	425.837.5201	Public School
17801	Puget Sound Educational Service District 121	17411	Issaquah School District	4376	Discovery Elementary	PK	5	2300 228TH AVE SE		ISSAQUAH	Washington	98027-4100	Tera Coyle	425.837.4100	Public School
17801	Puget Sound Educational Service District 121	17411	Issaquah School District	3569	Echo Glen School	5	12	33010 SE 99TH ST		SNOQUALMIE	Washington	98065-9798	MICHAEL WILLIAMS	(425) 831-2522	Institution
17801	Puget Sound Educational Service District 121	17411	Issaquah School District	4493	Endeavour Elementary School	K 	5	26205 SE ISSAQUAH-FALL CITY RD		ISSAQUAH	Washington	98029-9114	KATHY CONNALLY	425.837.7350	Public School
17801	Puget Sound Educational Service District 121	17411	Issaquah School District	5056	Grand Ridge Elementary	K 	5	1739 NE Park Dr		Issaquah	Washington	98029	Christy Otley	425.837.7925	Public School
17801	Puget Sound Educational Service District 121	17411	Issaquah School District	5062	Issaquah Head Start	PK	PK	15025 SE 117th ST		RENTON	Washington	98059	Marilyn Holm	(425) 837-7085	Public School
17801	Puget Sound Educational Service District 121	17411	Issaquah School District	3385	Issaquah High School	9	12	700 2ND AVE SE		ISSAQUAH	Washington	98027-4319	PAULA PHELPS	(425) 837-6000	Public School
17801	Puget Sound Educational Service District 121	17411	Issaquah School District	3038	Issaquah Middle School	6	8	400 1ST AVE SE		ISSAQUAH	Washington	98027-4245	CORRINE DEROSA	(425) 837-6800	Public School
17801	Puget Sound Educational Service District 121	17411	Issaquah School District	1624	Issaquah Special Services	PK	12	565 NW HOLLY ST		ISSAQUAH	Washington	98027-2899	MARILYN HOLM	(425) 837-7085	Public School
17801	Puget Sound Educational Service District 121	17411	Issaquah School District	3673	Issaquah Valley Elementary	K 	5	555 NW HOLLY ST		ISSAQUAH	Washington	98027-2834	DIANE HOLT	425.837.7200	Public School
17801	Puget Sound Educational Service District 121	17411	Issaquah School District	3962	Liberty Sr High School	9	12	16655 SE 136TH ST		RENTON	Washington	98059-6950	Joshua Almy	425.837.4800	Public School
17801	Puget Sound Educational Service District 121	17411	Issaquah School District	3637	Maple Hills Elementary	K 	5	15644 204TH AVE SE		RENTON	Washington	98059-5018	Sondra Maier	425.837.5100	Public School
